,TMQ,U850,V850,UBOT,VBOT,QREFHT,PS,PSL,T200,T500,PRECT,TS,TREFHT,Z1000,Z200,ZBOT,Label,LOCATION,YEAR,MONTH,DAY
10557,20.189616439908786,9.114091844452526,2.6566829717564655,6.891676265873267,-3.692196110688599,0.013557129247913146,102109.51595178175,102109.95140721937,215.8225507052713,262.0164638084001,0.024960752859632236,295.24633587228374,293.53089731035175,179.97328869483914,12340.384289440339,65.522656399466,2,2,2004,6,24
1483,19.0884037,-10.68797398,2.767285585,-10.9202652,6.959513664,0.009551748,102491.5625,102491.5625,218.7523193,259.1097107,0.16416,296.824646,293.5115356,211.3425293,12136.33398,64.32331085,0,2,2001,7,3
9290,40.79843903,5.472373962,-9.637076378,1.623647809,-7.473343849,0.016248608,101170.4922,101170.4922,217.4187164,263.8762512,0.09468000000000001,297.411499,297.4523315,102.3102417,12298.50586,65.62901306,2,1,2004,8,11
9709,20.58465767,5.463787556,0.76766783,4.956833363,-3.348914623,0.009924384,102225.75,102225.75,218.5331116,260.0713806,1.1304e-12,290.2497559,290.3076477,187.6841278,12127.79297,63.81285477,2,0,2004,8,14
1650,44.23955536,-1.30084002,4.917154789,-0.621818185,-2.473468542,0.016589686,100952.6797,100952.6797,218.1911926,268.4233704,1.6668e-06,301.5015564,300.1474609,84.08836365,12428.38965,66.21222687,0,4,1998,6,6
9786,28.65251732,9.62919426,2.100909948,5.551292896,5.448266506,0.011777001,101399.9609,101399.9609,215.7748871,264.215271,1.62e-08,297.0608521,295.7342834,121.0384521,12265.14746,65.00865936,2,1,1996,9,12
2813,31.42467499,-2.384684086,1.147620559,-2.598336697,-4.074136734,0.015734591,101005.2109,101005.2109,217.485199,268.1074219,2.4984e-09,302.3933716,299.7200928,88.4697113,12381.12988,66.03379822,0,4,2002,4,25
3704,48.16984177,1.858343601,-0.213641778,0.187394276,-2.600539684,0.017930763,101264.9141,101264.9141,219.0681915,267.3245239,0.004464,301.7468872,300.7857666,111.8209305,12426.39258,66.4125824,0,4,1998,7,6
6118,32.97903847205386,-0.7346985044974002,-3.8606754340582796,2.733022894959197,-0.005030922157030271,0.019364352534626705,101192.14296040082,101123.48315450284,219.26516817597044,266.0293796599396,-0.20994275729596423,299.4896219881028,299.69563871958246,83.73292655694885,12446.581781476043,66.04659079045423,1,5,2001,6,31
5042,61.52275449556126,-23.1570616618877,-6.591589957233194,-25.43673979367675,-10.626039044621987,0.019426359326125974,100877.38566204377,101272.49792687663,219.06123558619066,272.3424772599923,-0.1746251269551164,302.6379594970206,300.8145592761205,67.7106279940759,12418.275051970939,66.04186209313083,1,4,2002,10,23
11208,17.573758474955103,18.12080464523171,-0.32535947638586005,7.4253909459391165,-10.189384741347135,0.006424989271768716,101098.88837431298,101358.28663670055,213.0174360223457,259.44073437130817,0.01022937740907904,290.19177221237993,290.568983102667,217.82562889332607,11877.440419792587,63.87388419154533,2,0,2007,7,15
7238,59.005834624304214,14.945738117685437,15.24410548499691,10.485585629695203,12.088056889405678,0.02064258953283743,100585.17452212278,100710.97200980013,220.70466567744614,269.83770148761516,0.8112964953605786,302.0987888663104,302.47822358223965,66.67143768361971,12417.348900990542,66.53431485731438,1,3,2006,9,27
11505,15.439703973101096,28.259093487685384,-8.428870990357584,14.782004010670782,7.751729046570813,0.00807008837755126,101183.30108951998,102147.59423266441,219.10215963507653,254.0326129026975,0.03139545262857607,291.69874610097236,288.7978457673441,125.0677726585016,11809.049936419608,63.50082732530506,2,0,2007,6,4
11074,57.08730066194606,6.596889194618188,-6.265734540247166,5.195788584395013,-9.570346011887912,0.019449123744303548,100809.13063788677,100568.27741520156,216.45742418226044,261.68021238513376,0.5733705804732705,299.67069726631513,299.1746796470357,78.64950174563695,12413.14256340886,66.35560548698881,2,4,2001,8,4
10996,29.873025532938296,1.5366514667086184,-7.832275508548558,-4.794398135644998,-10.382797606354176,0.015584419932893896,101788.71810232967,101263.9219182575,217.54059158185697,265.19254500611663,0.019412916766129697,300.42175379874413,297.74331551134725,78.1907560735396,12367.43255607987,65.32639047670831,2,3,1997,6,2
4999,42.2786798004194,-5.797213635595317,3.875288312831689,3.6495302343037124,-4.826276184253031,0.020555181669209742,101030.39590258026,101332.58727801405,219.68686656604393,266.87150790401046,0.08047466083645652,301.8271471175626,300.67654863588933,88.08689426373897,12403.347844415683,66.73507138504696,1,4,2007,6,11
8480,46.37992096,-0.020512834,-2.921202898,-6.022045135,4.716139317,0.015191984,101747.9141,101747.9141,219.6842041,263.5331726,0.378,297.504364,296.5623474,151.5294037,12278.52246,65.34616089,2,1,2009,10,22
9267,34.16474533,2.47386384,-1.814132571,1.481327653,-2.334374666,0.013905996,101731.6719,101731.6719,215.8266449,265.6148987,0.11052,295.4356995,294.151062,148.8772583,12309.91309,64.78799438,2,2,2000,9,28
8398,26.91728783,-0.6836133,1.712397456,-6.583045006,4.135243416,0.012447648,101598.1797,101598.1797,216.8968811,265.5964355,0.08208,299.0743103,296.7476501,138.4470825,12327.8291,65.22807312,2,1,2002,6,25
2631,47.7531662,-0.241344467,1.48286891,-3.611937761,-0.962652028,0.018732959,101243.9141,101287.2031,219.3220215,267.3822021,0.023472,302.906311,301.6931458,114.0387115,12463.9541,66.62784576,0,3,2006,8,5
3131,53.26942062,-5.441513538,-0.988636553,-2.34338212,-4.993471622,0.019214487,101081.4844,101092.2578,218.1584167,267.4420776,0.23544,302.7527161,301.4004517,96.846138,12418.20703,66.56655884,0,3,2001,9,3
9583,15.06920433,9.328986168,3.862647057,4.162867069,9.711425781,0.008247728,102106.1875,102106.1875,214.4875641,259.8951111,1.152e-08,292.4710693,290.6429749,177.516098,12091.87598,63.7208519,2,0,1998,7,6
8218,23.87495995,-3.370877981,0.536025405,-9.081457138,-2.047856569,0.011055893,102656.6797,102656.6797,216.1544647,265.383667,3.0096e-07,294.3356934,293.3995056,225.7540436,12336.16016,64.48108673,2,2,1998,8,12
9276,43.26454926,0.548857093,0.522358894,1.531144142,-1.283727288,0.015531868,101423.5859,101423.5859,216.3040924,266.4918518,6.444e-08,300.9338684,299.8427734,125.1357651,12357.21094,66.10388947,2,1,2000,4,16
3813,50.33022308,0.065379575,0.564660013,4.342719555,2.793132544,0.019264825,101081.9219,101081.9219,217.6975098,267.0738525,0.34487999999999996,302.2154846,301.1443481,95.90721893,12400.80176,66.52571106,0,4,2007,6,30
5886,51.16141583441262,-4.027478896289385,-1.0178041823574988,-7.344984683083494,-3.8859515665075444,0.019062182387672173,100389.60449962271,101318.37805726036,221.43706060210275,268.66178500065797,0.1171333875577652,302.3963415413019,300.4371106857635,83.98824583852948,12414.982130096321,66.52377872768628,1,4,2000,10,11
5082,43.6140839865441,-4.058778385081498,3.5789410239561787,2.274482795928453,-8.055427958458768,0.013987197138342672,101302.4538960889,101111.11797043575,219.1084486069079,266.52933675279013,-0.29849890674098634,297.99749833456775,300.6687580498625,84.28741572478862,12383.427839969801,65.46439534389674,1,5,1996,7,13
11815,14.894760196984327,10.400033413940985,-9.12723794455633,13.430052107871035,11.726201199303658,0.009130765946608835,101233.93891128874,101379.96163909852,215.47338118067418,260.54566091222017,0.014881050701067424,295.2420602288386,293.46105551858057,145.26246488657884,12140.026449345392,64.992143293176,2,2,2002,7,12
8823,38.89215851,6.131196022,-9.689821243,-2.175140858,-3.039304018,0.013381897,101258.8125,101258.8125,219.6677246,259.3720398,0.6948,295.3345947,293.5061951,108.2758789,12112.77734,64.60904694,2,2,2009,9,27
1217,43.35612869,-1.268544078,3.33346343,-2.167774439,-2.897314787,0.018271316,101130.4844,101130.4844,219.1313324,267.4558411,1.0512e-10,302.6558228,301.1795654,100.1374893,12424.46289,66.49677277,0,3,2001,9,3
3991,16.51948547,7.163747311,-0.181908488,-0.597059429,-1.896453381,0.005601054,102386.6406,102386.6406,210.9133759,258.4301758,1.4904e-08,291.2008667,287.6228638,198.3784332,11993.48438,62.99047852,0,0,2002,8,30
11147,20.991132110157114,18.319091368223624,-21.048341189593202,10.843518109463659,-2.003445682396184,0.010670467052122054,101611.43355317107,100965.85537175361,217.13647309501513,260.3641296449225,0.19988315409559962,290.4235133614085,290.53689175412245,58.47183950261092,11843.060055840726,63.93290925201994,2,0,2007,7,3
7615,53.9802356860955,-4.950704153876027,-1.0131739211483528,1.8748159436259302,-0.11904228672044836,0.02030504672986768,100295.4330519265,100755.6253582013,220.21892223125823,266.9018395696601,0.6236525139585174,302.6824935835176,301.5204134546864,65.8883387924491,12371.064094176061,66.10514559733778,1,4,2000,6,13
10691,35.18888961256159,5.5622686498434355,-9.719488619823892,5.719103288320743,-7.338715708779852,0.010649362958665394,101618.86691625384,101102.99935249682,215.87074931573858,260.62037220974725,0.006353848872763397,293.7340254076682,293.71035409274157,157.22137001441607,12268.92465080674,65.07908063138841,2,2,2008,10,12
10184,31.7098217,17.64752769,4.907287121,9.799138069,-1.046870828,0.011990925,101551.1875,101551.1875,217.0388184,262.5764465,0.008136,292.2218323,292.2955933,132.5855713,12177.99609,64.33498383,2,0,2005,7,3
1683,50.62845612,8.142503738,6.521953106,5.970168114,9.573101044,0.018659551,100847.8906,100847.8906,219.9985046,268.3834839,0.023148000000000002,301.5185242,301.0398254,75.14325714,12413.33203,66.46617889,0,4,2002,8,30
4574,51.23637797174583,-3.1890748554800696,14.79241230510805,-0.9258403447381998,14.408121804912653,0.022591392572893033,100624.57657192365,100398.36428154528,220.22101252962273,266.6499055275316,0.4831654919876406,303.097648925099,301.741136657415,73.03108808532026,12414.390928759882,66.72906042396001,1,3,2003,10,24
11540,31.14838238278075,-10.622977363392618,4.822584462486956,-1.641274824849376,7.25019490913345,0.013749333113580614,101979.05630356439,102045.1629285501,215.6447510745326,260.6040602926013,0.0387927074208699,297.12122607701446,294.27045618476126,178.03628637091967,12188.381252466108,64.85462281778105,2,2,1998,10,22
10750,25.436889291833523,7.014503820580869,4.24218107513334,8.307745534838253,4.6331809765351295,0.011135981967346293,102457.71381877066,102448.77822061957,215.11003842788517,259.2993347613523,0.03724152200660537,292.8921499672687,289.94721173731244,201.70321824605045,12053.287256044654,63.83874979889166,2,0,2009,6,2
11283,34.288721814490124,9.670180833854719,4.383192347977062,12.462495717290095,-3.9461765735993657,0.012420066650529728,101452.97326586374,101412.3442458587,216.2238381295587,265.7418628123987,0.19084268602782667,298.789432924639,296.149384854786,97.75263698970488,12287.40200620957,65.18755455494491,2,1,2004,8,14
7562,53.23999836711274,-14.90532651355222,1.2123749670300537,-3.5110209027185313,-1.165726900431153,0.02138803404952569,99297.61725145482,100392.48871776757,222.69641402988242,269.07037383674304,-0.10642226586757358,300.54914474251143,300.2772338363827,64.95443456594288,12487.094061649243,65.56254632932568,1,5,2007,8,30
5903,47.87198958254613,-2.60458181415576,6.60735973624225,-13.813154125394185,9.338749788679314,0.020053728498470858,101045.16958341112,101003.93227083918,220.45983984430913,266.1377104000145,-0.49210297005952763,301.9328212950289,298.86804188024274,78.09842459670556,12423.909466971616,66.69612399791926,1,3,2006,10,20
2582,44.90302277,-0.454205871,1.967311025,-5.370120049,0.112871431,0.018847978,101170.1484,101170.1484,217.1209564,267.5821228,0.05652000000000001,302.7780762,301.7009583,103.8325577,12409.54883,66.62538147,0,3,2000,9,6
3002,55.46409607,2.617694855,3.82434845,-0.767653584,1.270316005,0.018320508,100929.2031,100929.2031,217.5858459,266.907959,0.6119999999999999,302.3468628,299.3494873,81.86231995,12366.03906,66.0739975,0,4,2008,6,18
10043,24.90082169,19.18452835,-7.51245451,8.054965973,-13.51635456,0.010200541,101181.9375,101181.9375,212.657608,255.9689636,0.05832,291.1254883,290.685791,100.5313263,11834.13867,63.8699646,2,0,2001,6,30
2087,32.57118225,5.095258713,0.346772254,3.419720411,0.584892273,0.012860565,101530.0078,101530.0078,219.1932678,260.0371399,0.030312000000000002,295.8190918,295.0419617,132.0392303,12158.30078,64.94705963,0,2,2004,8,11
8928,39.5086174,5.141582012,-0.632214606,-1.327352762,-5.431364536,0.01285996,101995.2188,101995.2188,212.5940094,261.0185547,0.042120000000000005,295.427124,295.0593262,171.5747528,12195.74023,64.95093536,2,2,2008,10,12
4148,58.88198853,-4.138357639,19.89016533,-6.890793324,8.173506737,0.019251026,100796.9453,100802.0547,219.7234802,267.9242249,0.8784000000000001,301.8581238,300.5980835,70.96025848,12417.27734,66.36224365,1,3,2003,6,1
135,19.16557693,-4.505028248,0.421602935,-6.635118484,0.808990538,0.009952025,101929.1563,101929.1563,218.8674164,263.7904663,9.036e-09,298.3313904,295.5710754,165.7647705,12274.54785,64.86647034,0,1,2002,9,15
9917,33.97980118,8.848182678,-1.870840669,6.492298126,-5.416874409,0.013076393,101629.0469,101629.0469,215.5869598,263.6240845,7.884000000000001e-10,296.201416,295.7171936,140.7906036,12250.53809,65.08918762,2,2,2002,10,8
1743,33.72354126,1.078188658,0.288060397,1.931867957,-2.832412958,0.013981603,101052.5156,101052.5156,218.8169403,266.9967346,5.1839999999999995e-09,298.3914795,296.2378235,91.48647308,12413.19336,65.22877502,0,5,2006,8,5
7341,52.4436910142037,8.934447329667721,2.8558342151249416,11.80164936539299,10.632690823993034,0.01946214989608078,100379.5999024371,100478.47966321252,220.12717579501617,269.1339816852745,0.9613035142700369,302.43947886028684,301.5685720399148,66.10047220829374,12413.062138888838,66.60566878039965,1,4,2009,9,17
10874,43.72037244676011,1.7026523479376539,4.289627850286612,-7.786457111211847,10.586598916226443,0.015738149053688956,101690.97880077665,101796.14082669691,218.92745287344601,266.30649034840513,0.04635513524547236,295.99314675812064,296.60529544178615,128.19264918980397,12362.16580507223,65.48507475839187,2,1,1998,8,3
3707,29.82316971,-1.923860431,1.240963817,0.050620217,4.282792091,0.012083626,101595.2813,101595.2813,213.343811,264.1665344,1.7423999999999998e-08,299.3247375,297.1202087,138.422821,12247.27832,65.33287811,0,2,2001,4,25
5470,60.8315159871932,-18.968932424127516,51.51092423282901,-59.4713478290392,10.80210117744273,0.023525390795795516,100965.77158935656,100854.2898405696,219.59976568601468,267.2139427176262,0.3649849546806853,302.43473824511864,301.781897938393,66.48196940395509,12405.51067095422,66.75003020788856,1,3,2003,10,16
700,22.30973434,-10.26650333,6.153734684,-10.40191841,7.226294041,0.013240714,101767.1094,101767.1094,219.676239,264.9262695,0.024228,298.4002991,296.8843689,153.0083771,12317.09668,65.28199005,0,1,2005,7,9
8557,34.91173935,-3.268641233,-6.381300926,-5.275184631,-5.295555115,0.013005664,102098.9141,102098.9141,219.8788452,261.5201111,0.11412,295.5617981,295.1921082,180.4158325,12240.80371,64.98032379,2,2,2009,10,22
11715,37.05901350189608,-8.86737036714161,-3.3432707500188554,-10.40983630214009,2.391355247399505,0.015490771465051336,101838.72798917715,101978.41255596347,217.115621849406,264.93029547417655,0.05988668892950998,298.27057838697857,295.3696517411245,159.17264527630095,12332.69571331147,64.25017041928209,2,1,1998,10,1
1608,55.53896713,3.547282934,4.101520538,-0.072315633,2.535138607,0.020241041,101018.125,101018.125,218.3990173,268.6875,0.5292000000000001,302.4726257,300.2727966,90.08791351,12420.57324,66.3731842,0,4,2001,8,4
5863,57.03649293453688,15.145085961717182,-25.032394617789713,14.451585447680413,4.977720867457635,0.02096132296376703,100466.8722462631,100854.1116413212,220.5757608775647,266.5648037395872,-0.002175260053014605,302.92548541604197,301.60071253357484,65.23967141230979,12388.196860600025,66.6318582124869,1,4,2000,6,18
429,31.45299721,3.244360685,-3.896006823,-0.703307927,-4.606906414,0.013072303,101675.5391,101675.5391,216.8738556,263.2664185,0.0007740000000000001,298.3139038,296.8992615,145.3139343,12233.62207,65.33955383,0,1,2009,6,27
4023,48.56196213,-26.9958477,11.63171387,-19.8146286,1.299171448,0.020600164,100577.2109,100577.25,220.746994,267.764679,0.005292000000000001,301.9618225,301.6065369,66.67670441,12431.55859,66.67347717,1,3,2003,10,24
6688,56.21326657190636,-1.0595460212343806,6.265580375423717,6.793355554483059,6.202251019338411,0.020835953401548278,100180.70892608039,100633.49621174147,219.93399688886413,268.13606609130136,0.01934228928366155,302.00657341333573,301.35986068346966,64.88606253650582,12460.43299055211,66.66783447836919,1,4,1999,9,27
4100,60.52710342,-5.724027157,19.13082123,-9.842819214,9.802301407,0.019517275,100818.0703,100818.0703,220.2877045,267.7897339,1.7388,301.8581238,301.23526,72.57435608,12415.72852,66.53052521,1,3,2003,6,1
8875,49.34846497,1.296018243,-1.952915192,-1.767199993,1.603337646,0.016137296,101853.0703,101853.0703,215.3039856,265.1319885,0.23364000000000001,299.6955872,297.1072998,160.9158325,12341.54199,65.50340271,2,2,2000,4,17
8514,19.23810959,-1.511565804,4.45651865,-5.646449089,5.138756275,0.009842783,102116.6641,102116.6641,220.5891418,259.276947,0.004068,294.8745422,292.4474792,179.6902161,12182.44141,64.18645477,2,2,2008,9,20
9649,43.96544266,6.894738197,-6.497671604,4.589682579,-9.16859436,0.015960142,101268.5938,101268.5938,217.398941,265.2149963,0.025704,298.4819336,298.5736694,111.198494,12309.65625,65.85271454,2,1,2007,6,30
2270,31.11564827,10.22565651,-6.798189163,8.508561134,-10.38829422,0.010943222,102344.5078,102344.5078,212.5007019,261.1148071,0.018035999999999996,291.619812,291.4818115,198.366272,12146.64355,64.09540558,0,0,2007,7,27
7692,47.907266227667485,-4.437139093651731,5.803015449731991,-4.99610845357876,6.961362098905314,0.01824370970612084,100900.68356101475,101397.97751138697,218.68997320359344,267.2694965305184,0.24486719724527284,299.21754020677565,298.95522740972984,71.56719046140051,12380.585705186204,65.05283211780737,1,5,1996,10,24
70,57.63072968,-4.755490303,-0.518978834,-3.190223932,-0.944331467,0.01856612,101095.9063,101095.9063,219.5624084,267.8197632,0.35208,301.877594,300.5541382,96.91677094,12418.03027,66.37435913,0,4,1998,8,1
5720,58.3158263390084,19.671944133126615,-1.625245516903767,5.291226530619574,27.426718811229286,0.021320826844534235,100104.20308737061,100202.76349016966,220.74741796570004,267.748085110992,0.7862320635698472,303.0484484093728,301.98828636112705,64.80096272181959,12372.207952164139,66.74176032453167,1,4,2006,9,27
10747,19.80460134754621,3.4552385670131383,3.4590102261819275,-4.947838407930672,4.237244272057717,0.011212933396516052,102556.08253931739,102558.90749006197,218.97820838868046,264.9166619288075,0.00636914555173259,296.1874280571997,294.8255485154232,200.9959693687639,12288.398479991405,63.90056299927675,2,0,2006,10,12
10152,26.82691574,11.99944305,0.548048019,9.478194237,-1.688989639,0.009745792,102163.1875,102163.1875,214.3807831,254.4250488,0.18611999999999998,292.2166748,291.3326111,182.9912262,11909.43359,63.97794724,2,0,1996,6,9
11957,48.669457225671025,4.0509225312589745,5.297509082073998,-5.762325004228236,5.164658140106838,0.01838602828642954,99912.48848620108,101634.89472589387,218.68038589718503,271.18000279982147,1.9539631079782942,300.37243910871524,297.48071287645644,86.2821639339965,12463.268156394079,65.4567564866106,2,4,2001,8,4
9137,30.88821411,10.71208954,-10.03670216,0.681331456,-16.07260704,0.011441483,101017.3359,101017.3359,215.1663513,262.4279175,6.6600000000000006e-09,290.8639526,291.288208,86.92311096,12214.75586,64.106987,2,0,2009,10,16
2019,14.25407219,6.567789078,5.511646271,4.282601833,4.170768261,0.005775544,101864.5,101864.5,213.9768372,262.6444397,6.336000000000001e-07,291.0966187,286.6842346,155.058548,12151.59863,62.74885941,0,0,2007,10,6
9836,22.65960693,8.327106476,3.464075565,5.844203472,6.462947845,0.0119745,101394.3828,101394.3828,215.8248749,263.8026123,0.06552000000000001,296.723053,295.1690369,120.3249359,12249.7627,64.88195038,2,1,1996,9,12
11351,24.043959584519698,-0.10274414189245884,-0.05341176297496353,-2.2209645301070426,4.85203713274027,0.010877043512686037,101767.51711672028,101893.34345217065,216.12249991213906,265.16689507752216,-0.010832891702830564,299.63422454956947,295.7797937504577,150.3931001220883,12290.306377554103,66.14759832741555,2,1,2005,7,9
6702,62.21597123447882,-0.7748710356627062,10.117875707442032,-4.206519296034481,-3.3591100882762728,0.02255200230047717,100342.17755778486,100258.12347438917,223.10397951427575,269.668680096227,0.36626561987731,302.35255549635616,300.8796052436192,66.5136497088932,12453.241768578078,66.53620545536526,1,3,2003,10,16
4029,56.53097153,-3.816349983,9.453119278,-18.42417717,3.96984148,0.01804428,100572.2734,100574.3359,220.207962,269.0781555,1.1663999999999999e-07,302.4068298,298.9611816,65.98332214,12429.86816,65.80664063,1,3,2006,10,16
7759,64.80973688237796,-10.021370816784852,0.24373023637396551,-8.010092040590305,12.449127686578905,0.018402102691455712,99466.74495260564,99599.40403461832,222.0759636044137,269.3739230158843,0.11868229391097401,300.0583437357813,298.3752129327189,65.2597692589043,12490.515497852195,66.2995822337024,1,5,1998,8,30
11690,35.58436592169262,8.43365804047644,-10.084162807604418,14.053986721442309,-10.68193532414713,0.0130892931766999,101243.01313888952,101249.37338623595,216.62872632138388,264.3645585218064,0.14800020721928364,295.1211770573978,294.38718798484274,141.77300518769502,12073.949780696266,64.48398740160874,2,2,2008,9,29
8483,19.61473465,-1.960933566,4.596049309,-6.007934093,5.676124573,0.00994943,102122.125,102122.125,220.2868958,259.4907837,0.031536,295.160553,292.5759583,180.2047577,12186.72754,64.20913696,2,2,2008,9,20
3858,31.05193901,-2.327380657,1.35893774,-5.182553291,0.269682854,0.01128997,102024.4141,102024.4141,214.9220123,263.3319092,0.030168,296.8580933,294.5652466,173.4584351,12211.76563,64.73371887,0,0,2000,2,21
744,39.26232529,1.335834742,2.466781139,-1.287390232,-3.614327431,0.013129395,101213.8516,101213.8516,219.0962524,267.1524658,6.084e-15,295.832489,294.4309998,104.750412,12440.15137,64.81111908,0,5,1998,6,27
1383,40.17108536,4.288077831,-0.903889954,3.224198818,-2.977441072,0.01652573,101167.7578,101167.7578,218.0960083,267.6559448,0.004068,301.4095154,300.3439636,103.0223846,12391.37598,66.24137115,0,4,2005,10,24
5643,45.51523733537492,-7.121746796231074,-10.51845183482999,-13.218409791842264,-5.321691189809181,0.020268389864298145,100793.33630574323,101057.6116878144,220.18003262448772,267.63930914172926,-0.148595409909292,297.6219477313746,301.017844056761,94.70296546701952,12440.179028293805,65.95336975714731,1,3,2001,10,27
8685,46.40777588,1.785662055,1.402496934,-3.72642231,-2.946998835,0.018028801,101510.3047,101510.6875,216.5086212,264.8943787,0.10152,301.2541504,300.179718,133.0428162,12352.60742,66.2681427,2,3,1997,6,2
10613,29.468156192874666,-3.2711433865849804,0.9063929522548207,-6.723298527007524,10.228314749379292,0.013877956949890642,101610.86414622498,101675.56463565087,214.98908874531298,266.5769313449473,0.04019969524034061,298.64999516068116,294.8835718648522,150.3993334918023,12293.800662929802,65.68240194117573,2,1,1998,8,6
149,15.96313,6.81001091,4.284892082,2.901901722,-0.33448109,0.009113035,101606.8516,101606.8516,215.4776764,258.40979,4.14e-10,292.7848511,292.0686646,136.8933716,12110.50586,64.15032959,0,5,2000,4,16
